Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
ALDH3B2,Other,-11.463,-9.2805,Normal,none
ALDH4A1,Other,-5.048,-4.4735,Normal,none
ALDH5A1,Other,-4.761,-0.265,Normal,none
ALDH6A1,Other,-1.132,7.8005,Enriched,both
ALDH7A1,Other,-9.957,-7.8795,Normal,none
ALDH8A1,Other,-9.974,-8.3945,Normal,none
ALDH9A1,Other,-8.766,-9.9105,Normal,none
ALDOA,Other,6.358,4.768,Normal,none
ALDOB,Other,-6.856,-10.4815,Normal,none
ALDOC,Other,-8.925,-8.242,Normal,none
ALG1,CEG,22.034,14.903,Normal,none
ALG10,Other,7.209,-2.4135,Depleted,bagel
ALG10B,Other,-0.693,-5.452,Normal,none
ALG12,Other,-6.818,-7.5985,Normal,none
ALG13,Other,11.094,10.573,Normal,none
ALG14,CEG,21.562,13.194,Normal,none
ALG1L,Other,-6.339,-5.7655,Normal,none
ALG1L2,Other,-9.133,-9.93,Normal,none
ALG2,CEG,4.247,10.448,Normal,LFC
ALG3,Other,-5.861,-7.081,Normal,none
ALG5,Other,17.372,8.7865,Depleted,bagel
ALG6,Other,-2.537,-4.5115,Normal,none
ALG8,Other,15.531,0.9315,Depleted,both
ALG9,Other,-4.601,-7.3925,Normal,none
ALK,Other,-8.496,-4.0005,Normal,none
ALKAL1,Other,-7.956,-8.281,Normal,none
ALKAL2,Other,2.77,-2.084,Normal,none
ALKBH1,Other,-3.488,-1.0445,Normal,none
ALKBH2,Other,-4.91,-8.6365,Normal,none
ALKBH3,Other,-10.823,-7.472,Normal,none
ALKBH4,Other,-5.123,-2.8825,Normal,none
ALKBH5,Other,11.605,2.9625,Depleted,bagel
ALKBH6,Other,-7.978,-9.208,Normal,none
ALKBH7,Other,0.194,-3.1515,Normal,none
ALKBH8,Other,20.591,8.2255,Depleted,bagel
ALLC,Other,-0.891,-4.5555,Normal,none
ALMS1,Other,-6.429,-4.4455,Normal,none
ALOX12,Other,-8.874,-11.4645,Normal,none
ALOX12B,Other,-4.465,-2.5495,Normal,none
ALOX15,Other,-8.708,-8.1785,Normal,none
ALOX15B,Other,-6.947,-2.3825,Normal,none
ALOX5,Other,-9.711,-5.5695,Normal,none
ALOX5AP,Other,-9.979,-9.0715,Normal,none
ALOXE3,Other,-4.612,-9.099,Normal,none
ALPI,NEG,-8.722,-9.3685,Normal,none
ALPK1,Other,-11.648,-11.2625,Normal,none
ALPK2,Other,-7.786,-8.76,Normal,none
ALPK3,Other,-10.046,-9.374,Normal,none
ALPL,Other,-8.868,-7.2285,Normal,none
ALPP,Other,-11.467,-9.4235,Normal,none
ALPPL2,Other,1.707,0.2485,Normal,none
ALS2,Other,-3.429,-6.3495,Normal,none
ALS2CL,Other,-5.711,-10.885,Normal,none
ALS2CR12,Other,-9.167,-11.24,Normal,none
ALX1,Other,-10.046,-9.3965,Normal,none
ALX3,NEG,-5.073,-1.166,Normal,none
ALX4,Other,-7.244,-8.974,Normal,none
ALYREF,Other,5.421,1.5205,Normal,none
AMACR,Other,-8.948,-7.882,Normal,none
AMBN,Other,-8.85,-7.885,Normal,none
AMBP,Other,-8.387,-7.6045,Normal,none
AMBRA1,Other,-0.372,7.6275,Enriched,both
AMD1,Other,-3.809,-6.3635,Normal,none
AMDHD1,Other,0.132,3.724,Normal,none
AMDHD2,Other,-3.972,-5.119,Normal,none
AMELX,NEG,-6.543,-12.4875,Normal,none
AMELY,Other,-6.626,-7.0475,Normal,none
AMER1,Other,-16.252,-1.423,Enriched,both
AMER2,Other,-8.404,-3.284,Normal,none
AMER3,Other,-7.788,-7.9945,Normal,none
AMFR,Other,-6.722,1.617,Enriched,both
AMH,Other,-8.467,-9.3225,Normal,none
AMHR2,Other,-8.563,-11.2555,Normal,none
AMIGO1,Other,-9.254,-9.4185,Normal,none
AMIGO2,Other,-6.011,-3.66,Normal,none
AMIGO3,Other,3.973,0.3805,Normal,none
AMMECR1,Other,-6.231,-8.243,Normal,none
AMMECR1L,Other,-9.916,-10.034,Normal,none
AMN,Other,-8.511,-7.959,Normal,none
AMN1,Other,-8.957,-8.79,Normal,none
AMOT,Other,-8.975,-10.0065,Normal,none
AMOTL1,Other,-16.642,-10.323,Normal,none
AMOTL2,Other,-16.103,-8.442,Enriched,bagel
AMPD1,Other,-11.496,-9.169,Normal,none
AMPD2,Other,-4.317,-5.1135,Normal,none
AMPD3,Other,-8.739,-7.6375,Normal,none
AMPH,Other,-9.88,-9.929,Normal,none
AMT,Other,-8.091,-7.729,Normal,none
AMTN,Other,-9.56,-8.193,Normal,none
AMY1A,Other,-0.175,-1.911,Normal,none
AMY1B,Other,-8.827,-5.2865,Normal,none
AMY1C,Other,-7.095,-5.5795,Normal,none
AMY2A,Other,-7.3,-8.2345,Normal,none
AMY2B,Other,-9.948,-7.6445,Normal,none
AMZ1,Other,-5.973,-3.913,Normal,none
AMZ2,Other,-7.897,-4.7835,Normal,none
ANAPC1,Other,20.493,13.7135,Normal,none
ANAPC10,Other,24.598,13.762,Depleted,bagel
ANAPC11,Other,-5.171,-1.377,Normal,none
ANAPC13,Other,13.027,4.4995,Depleted,bagel
ANAPC15,Other,5.031,10.97,Normal,LFC
ANAPC16,Other,-0.103,-6.949,Normal,none
ANAPC2,CEG,21.177,14.0905,Normal,none
ANAPC4,CEG,21.087,10.6605,Depleted,bagel
ANAPC5,CEG,4.134,4.7945,Normal,none
ANAPC7,Other,-6.848,-8.6385,Normal,none
ANG,Other,-3.659,-10.586,Normal,none
ANGEL1,Other,-9.329,-9.71,Normal,none
ANGEL2,Other,-9.786,-8.644,Normal,none
ANGPT1,Other,-4.105,-4.1985,Normal,none
ANGPT2,Other,-4.703,-3.5765,Normal,none
ANGPT4,Other,-5.588,-7.928,Normal,none
ANGPTL1,Other,-4.74,-7.8155,Normal,none
ANGPTL2,Other,-7.982,-10.4525,Normal,none
ANGPTL3,Other,-11.374,-11.6615,Normal,none
ANGPTL4,Other,-5.515,-9.961,Normal,none
ANGPTL5,Other,-8.1,-7.757,Normal,none
ANGPTL6,Other,-9.036,-0.6015,Enriched,both
ANGPTL7,Other,-10.941,-10.798,Normal,none
ANHX,Other,-6.98,-8.3865,Normal,none
ANK1,Other,-7.406,-7.805,Normal,none
ANK2,Other,-3.387,-0.823,Normal,none
ANK3,Other,-11.256,-5.3625,Normal,none
ANKAR,Other,-9.96,-10.3895,Normal,none
ANKDD1A,Other,-3.202,-1.28,Normal,none
ANKDD1B,Other,-0.377,0.0715,Normal,none
ANKEF1,Other,-7.181,-7.947,Normal,none
ANKFN1,Other,-10.111,-9.7745,Normal,none
ANKFY1,Other,-1.839,-9.272,Normal,none
ANKH,Other,-3.278,-1.65,Normal,none
ANKHD1,Other,-5.338,-8.29,Normal,none
ANKIB1,Other,-10.149,-9.464,Normal,none
ANKK1,Other,1.715,-0.331,Normal,none
ANKLE1,Other,-7.868,-7.006,Normal,none
ANKLE2,Other,2.674,-1.179,Normal,none
ANKMY1,Other,-11.079,-8.508,Normal,none
ANKMY2,Other,-6.521,-7.5835,Normal,none
ANKRA2,Other,19.281,13.512,Normal,none
ANKRD1,Other,-6.433,-8.8775,Normal,none
ANKRD10,Other,-8.056,-5.2805,Normal,none
ANKRD11,Other,-6.383,-6.4535,Normal,none
ANKRD12,Other,-4.359,-8.324,Normal,none
ANKRD13A,Other,-0.495,-3.718,Normal,none
ANKRD13B,Other,-7.056,-4.2965,Normal,none
ANKRD13C,Other,-12.694,-9.916,Normal,none
ANKRD13D,Other,-5.012,-8.497,Normal,none
ANKRD16,Other,-1.953,6.2885,Enriched,both
ANKRD17,Other,-4.097,-0.4625,Normal,none
ANKRD18A,Other,-9.125,-7.018,Normal,none
ANKRD18B,Other,-8.046,-10.9425,Normal,none
ANKRD2,Other,-8.147,-7.31,Normal,none
ANKRD20A1,Other,-10.138,-8.6305,Normal,none
ANKRD20A2,Other,-3.54,-6.652,Normal,none
ANKRD20A3,Other,-6.773,-6.2665,Normal,none
ANKRD22,Other,-1.484,-2.6245,Normal,none
ANKRD23,Other,-8.652,-9.2975,Normal,none
ANKRD24,Other,2.296,3.557,Normal,none
ANKRD26,Other,-6.629,-5.9045,Normal,none
ANKRD27,Other,-7.503,-4.47,Normal,none
ANKRD28,Other,-8.732,-9.77,Normal,none
ANKRD29,Other,1.846,-0.6385,Normal,none
ANKRD30A,NEG,-9.617,-8.2985,Normal,none
ANKRD30B,Other,-7.76,-9.462,Normal,none
ANKRD31,Other,1.211,4.619,Normal,none
ANKRD33,Other,-6.277,-9.154,Normal,none
ANKRD33B,Other,-10.273,-9.483,Normal,none
ANKRD34A,Other,-3.958,-0.303,Normal,none
ANKRD34B,Other,-7.066,-7.5195,Normal,none
ANKRD34C,Other,-8.554,-7.576,Normal,none
ANKRD35,Other,-9.652,-9.43,Normal,none
ANKRD36,Other,-9.203,-9.577,Normal,none
ANKRD36B,Other,-7.731,-8.992,Normal,none
ANKRD36C,Other,-9.85,-8.0835,Normal,none
ANKRD37,Other,-6.144,-2.2705,Normal,none
ANKRD39,Other,-7.942,-9.0385,Normal,none
ANKRD40,Other,-0.032,1.916,Normal,none
ANKRD42,Other,-8.667,-10.164,Normal,none
ANKRD44,Other,-3.649,-2.8105,Normal,none
ANKRD45,Other,-5.572,-7.3335,Normal,none
ANKRD46,Other,-8.149,-7.4765,Normal,none
ANKRD49,Other,5.674,10.724,Normal,LFC
ANKRD50,Other,-7.133,-9.3475,Normal,none
ANKRD52,Other,4.816,2.633,Normal,none
ANKRD53,Other,-4.898,-5.9195,Normal,none
ANKRD54,Other,-7.508,-4.1425,Normal,none
ANKRD55,Other,-8.109,-5.7205,Normal,none
ANKRD6,Other,-5.414,-4.49,Normal,none
ANKRD60,NEG,-5.34,-5.728,Normal,none
ANKRD61,Other,-8.599,-9.929,Normal,none
ANKRD62,Other,-5.052,-2.9015,Normal,none
ANKRD63,Other,-5.881,-7.0375,Normal,none
ANKRD65,Other,-10.257,-7.6755,Normal,none
ANKRD66,Other,-8.532,-9.5515,Normal,none
ANKRD7,Other,-7.775,-6.2945,Normal,none
ANKRD9,Other,-2.369,-7.098,Normal,none
ANKS1A,Other,-10.908,-9.473,Normal,none
ANKS1B,Other,-3.101,6.295,Enriched,both
ANKS3,Other,-3.224,-3.552,Normal,none
ANKS4B,Other,-8.944,-9.047,Normal,none
ANKS6,Other,-6.062,-3.7895,Normal,none
ANKUB1,Other,-9.367,-9.319,Normal,none
ANKZF1,Other,-5.146,-8.126,Normal,none
ANLN,Other,8.137,10.552,Normal,LFC
ANO1,Other,-2.133,-3.2395,Normal,none
ANO10,Other,-6.464,-8.902,Normal,none
ANO2,Other,-9.577,-10.764,Normal,none
ANO3,Other,-10.77,-9.129,Normal,none
ANO4,Other,-5.971,-8.561,Normal,none
ANO5,Other,-1.365,3.5265,Normal,none
ANO6,Other,-4.832,-3.256,Normal,none
ANO7,Other,-6.124,-7.7985,Normal,none
ANO8,Other,-9.242,-9.8305,Normal,none
ANO9,Other,-7.306,-9.947,Normal,none
ANOS1,Other,-1.582,-1.1475,Normal,none
ANP32A,Other,-6.956,-6.6325,Normal,none
ANP32B,Other,-5.156,-7.3365,Normal,none
ANP32C,Other,-9.897,-9.7345,Normal,none
ANP32D,Other,-9.075,-10.0005,Normal,none
ANP32E,Other,-1.621,2.6325,Normal,none
ANPEP,Other,-7.775,-8.4995,Normal,none
ANTXR1,Other,-3.22,-1.327,Normal,none
ANTXR2,Other,-2.401,-0.022,Normal,none
ANTXRL,NEG,-7.82,-2.4585,Normal,none
ANXA1,Other,-9.08,-10.1705,Normal,none
ANXA10,Other,-8.06,-8.2395,Normal,none
ANXA11,Other,-7.057,-8.167,Normal,none
ANXA13,Other,-6.949,-9.7695,Normal,none
ANXA2,Other,-3.513,-3.0545,Normal,none
ANXA2R,Other,-7.867,-8.923,Normal,none
ANXA3,Other,-2.24,-1.8765,Normal,none
ANXA4,Other,-11.138,-6.833,Normal,none
ANXA5,Other,-6.787,-8.913,Normal,none
ANXA6,Other,-6.272,-7.9965,Normal,none
ANXA7,Other,-9.131,-10.062,Normal,none
ANXA8,Other,-6.696,-6.0995,Normal,none
ANXA8L1,Other,-7.225,-9.789,Normal,none
ANXA9,Other,-11.467,-10.2395,Normal,none
AOAH,Other,-9.098,-8.8035,Normal,none
AOC1,Other,-7.88,-7.772,Normal,none
AOC2,Other,-6.67,-7.3955,Normal,none
AOC3,Other,-5.879,-6.989,Normal,none
AOX1,Other,0.706,-5.0025,Normal,none
AP1AR,Other,-6.877,-6.775,Normal,none
AP1B1,Other,14.562,12.115,Normal,none
AP1G1,Other,19.392,-3.5245,Depleted,both
AP1G2,Other,-4.279,-4.951,Normal,none
AP1M1,Other,-5.316,-0.753,Normal,none
AP1M2,Other,2.072,2.849,Normal,none
AP1S1,Other,-8.797,-8.524,Normal,none
AP1S2,Other,-9.609,-7.0365,Normal,none
AP1S3,Other,-3.796,-1.6445,Normal,none
AP2A1,Other,-10.23,-7.5675,Normal,none
AP2A2,Other,-4.264,-2.3125,Normal,none
AP2B1,Other,-3.777,-1.652,Normal,none
AP2M1,Other,0.002,-5.1965,Normal,none
AP2S1,Other,4.363,0.3895,Normal,none
AP3B1,Other,-8.694,-8.4495,Normal,none
AP3B2,Other,-2.219,-4.0715,Normal,none
AP3D1,Other,-4.27,-4.305,Normal,none
AP3M1,Other,-10.087,-9.3145,Normal,none
AP3M2,Other,-11.74,-10.909,Normal,none
AP3S1,Other,-3.535,-4.6165,Normal,none
AP3S2,Other,-5.006,-9.4465,Normal,none
AP4B1,Other,-8.745,-5.157,Normal,none
AP4E1,Other,-5.235,-6.875,Normal,none
AP4M1,Other,-9.685,-7.8085,Normal,none
AP4S1,Other,-10.053,-8.2415,Normal,none
AP5B1,Other,-4.224,-6.411,Normal,none
AP5M1,Other,3.852,5.55,Normal,none
AP5S1,Other,-4.53,-5.312,Normal,none
AP5Z1,Other,-9.352,-8.954,Normal,none
APAF1,Other,-8.246,-3.884,Normal,none
APBA1,Other,-11.781,-8.2585,Normal,none
APBA2,Other,-6.726,-8.3255,Normal,none
APBA3,Other,-9.282,-7.5065,Normal,none
APBB1,Other,-2.721,-2.828,Normal,none
APBB1IP,Other,-6.54,-8.236,Normal,none
APBB2,Other,-9.438,-7.5995,Normal,none
APBB3,Other,-5.923,-7.5345,Normal,none
APC,Other,-7.328,-0.9195,Normal,none
APC2,Other,-6.915,-6.8185,Normal,none
APCDD1,Other,-7.6,-8.156,Normal,none
APCDD1L,Other,-5.841,-5.7935,Normal,none
APCS,Other,-8.287,-8.3865,Normal,none
APEH,Other,-5.657,-9.7305,Normal,none
APELA,Other,-9.461,-8.37,Normal,none
APEX1,Other,18.112,7.782,Depleted,bagel
APEX2,Other,-2.448,-7.948,Normal,none
APH1A,Other,-8.755,-7.7405,Normal,none
APH1B,Other,-8.091,-8.089,Normal,none
API5,Other,-9.773,-10.4025,Normal,none
APIP,Other,3.603,0.9625,Normal,none
APLF,Other,-10.906,-10.64,Normal,none
APLN,Other,-2.245,-6.2505,Normal,none
APLNR,Other,-7.232,-5.2395,Normal,none
APLP1,Other,-10.559,-9.9505,Normal,none
APLP2,Other,-6.845,-10.017,Normal,none
APMAP,Other,-9.164,-9.881,Normal,none
APOA1,Other,-10.326,-10.112,Normal,none
APOA2,Other,-8.611,-9.9295,Normal,none
APOA4,NEG,-9.883,-9.357,Normal,none
APOA5,Other,-7.016,-3.292,Normal,none
APOB,Other,1.173,-0.5235,Normal,none
APOBEC1,NEG,-11.326,-10.4325,Normal,none
APOBEC2,Other,-9.221,-8.7115,Normal,none
APOBEC3A,Other,-7.337,-9.061,Normal,none
APOBEC3B,Other,-10.447,-8.2085,Normal,none
APOBEC3C,Other,-12.113,-8.852,Normal,none
APOBEC3D,Other,-6.288,1.1255,Normal,LFC
APOBEC3F,Other,-7.513,-8.577,Normal,none
APOBEC3G,Other,4.478,-1.3465,Normal,none
APOBEC3H,Other,-9.26,-11.7285,Normal,none
APOBEC4,Other,-5.935,-8.484,Normal,none
APOBR,Other,-8.685,-7.764,Normal,none
APOC1,Other,-7.75,-9.0595,Normal,none
APOC2,Other,-7.025,-8.7835,Normal,none
APOC3,Other,-13.715,-11.8375,Normal,none
APOC4,Other,-6.43,-1.6925,Normal,none
APOD,Other,-8.856,-10.3065,Normal,none
APOE,Other,-9.628,-8.9775,Normal,none
APOF,NEG,-8.111,-11.8965,Normal,none
APOH,Other,-8.814,-10.1365,Normal,none
APOL1,Other,-9.5,-10.2495,Normal,none
APOL2,Other,-9.043,-11.3225,Normal,none
APOL3,Other,-10.224,-9.9385,Normal,none
APOL4,Other,-8.261,-7.613,Normal,none
APOL5,Other,-9.394,-9.528,Normal,none
APOL6,Other,-7.664,-2.8675,Normal,none
APOLD1,Other,-12.504,-10.75,Normal,none
APOM,Other,-4.171,-4.028,Normal,none
APOO,Other,-9.426,-12.35,Normal,none
APOOL,Other,-7.441,-9.668,Normal,none
APOPT1,Other,-8.695,-7.7475,Normal,none
APP,Other,-6.468,-8.82,Normal,none
APPBP2,Other,-9.596,-11.3145,Normal,none
APPL1,Other,4.254,-1.143,Normal,none
APPL2,Other,-4.896,-5.026,Normal,none
APRT,Other,-6.454,-10.846,Normal,none
APTX,Other,-9.909,-9.1145,Normal,none
AQP1,Other,-1.929,-1.1495,Normal,none
AQP10,Other,-6.235,-11.801,Normal,none
AQP11,Other,-2.065,-0.753,Normal,none
AQP12A,NEG,3.699,-1.615,Normal,none
AQP12B,Other,-8.699,-8.1155,Normal,none
AQP2,Other,-11.596,-11.312,Normal,none
AQP3,Other,-9.524,-7.7255,Normal,none
AQP4,Other,-6.766,-6.6945,Normal,none
AQP5,Other,-0.932,-1.46,Normal,none
AQP6,Other,4.638,-0.6755,Normal,none
AQP7,Other,-5.953,-0.433,Normal,none
AQP8,NEG,-6.632,-6.541,Normal,none
AQP9,Other,-9.328,-9.2365,Normal,none
AQR,CEG,9.088,7.96,Normal,none
AR,Other,-1.515,-5.4515,Normal,none
ARAF,Other,-1.205,-0.6845,Normal,none
ARAP1,Other,-6.309,-3.535,Normal,none
ARAP2,Other,-3.467,-1.061,Normal,none
ARAP3,Other,-15.932,-5.236,Enriched,bagel
ARC,Other,-8.923,-9.779,Normal,none
ARCN1,CEG,27.177,12.7545,Depleted,bagel
AREG,Other,-8.072,-7.862,Normal,none
AREL1,Other,25.838,12.298,Depleted,bagel
ARF1,Other,4.316,0.9805,Normal,none
ARF3,Other,-3.77,-6.6525,Normal,none
ARF4,Other,-6.995,-1.207,Normal,none
ARF5,Other,-3.352,-4.4015,Normal,none
ARF6,Other,-0.249,-3.7315,Normal,none
ARFGAP1,Other,-11.555,-12.0725,Normal,none
ARFGAP2,Other,-7.176,-5.2845,Normal,none
ARFGAP3,Other,-5.109,-4.225,Normal,none
ARFGEF1,Other,-1.993,-3.158,Normal,none
ARFGEF2,Other,-1.103,-4.8325,Normal,none
ARFGEF3,Other,2.051,2.9035,Normal,none
ARFIP1,Other,-6.017,-9.529,Normal,none
ARFIP2,Other,-7.067,-6.367,Normal,none
ARFRP1,Other,-5.733,-0.862,Normal,none
ARG1,Other,-8.48,-9.7615,Normal,none
ARG2,Other,-11.921,-9.442,Normal,none
ARGFX,NEG,-12.663,-11.1895,Normal,none
ARGLU1,Other,-5.04,5.922,Enriched,both
ARHGAP1,Other,-5.877,-8.3415,Normal,none
ARHGAP10,Other,-6.109,-8.722,Normal,none
ARHGAP11A,Other,-9.611,-10.5035,Normal,none
ARHGAP12,Other,-12.662,-10.0895,Normal,none
ARHGAP15,Other,-8.716,-9.6515,Normal,none
ARHGAP17,Other,-6.188,-9.9815,Normal,none
ARHGAP18,Other,-13.209,-10.4175,Normal,none
ARHGAP19,Other,-8.359,-7.674,Normal,none
ARHGAP20,Other,-8.35,-6.522,Normal,none
ARHGAP21,Other,-3.146,-2.096,Normal,none
ARHGAP22,Other,-9.598,-8.9565,Normal,none
ARHGAP23,Other,-9.768,-10.028,Normal,none
ARHGAP24,Other,-8.762,-9.9555,Normal,none
ARHGAP25,Other,-6.367,-10.5645,Normal,none
ARHGAP26,Other,-7.437,-6.149,Normal,none
ARHGAP27,Other,-7.224,-5.1295,Normal,none
ARHGAP28,Other,-8.654,-6.654,Normal,none
ARHGAP29,Other,-3.218,-5.574,Normal,none
ARHGAP30,Other,-9.754,-9.336,Normal,none
ARHGAP31,Other,-8.029,-9.7665,Normal,none
ARHGAP32,Other,-7.677,-11.5815,Normal,none
ARHGAP33,Other,-11.82,-9.249,Normal,none
ARHGAP35,Other,-9.053,-10.9625,Normal,none
ARHGAP36,Other,-7.318,-6.977,Normal,none
ARHGAP39,Other,1.847,4.9935,Normal,none
ARHGAP4,Other,14.558,5.1055,Depleted,bagel
ARHGAP40,Other,-5.741,-6.695,Normal,none
ARHGAP42,Other,-3.092,-2.385,Normal,none
ARHGAP44,Other,-5.913,-7.307,Normal,none
ARHGAP45,Other,-3.008,-4.31,Normal,none
ARHGAP5,Other,-13.036,-9.199,Normal,none
ARHGAP6,Other,-4.804,-8.522,Normal,none
ARHGAP8,Other,-9.328,-6.596,Normal,none
ARHGAP9,Other,-10.089,-10.1785,Normal,none
ARHGDIA,Other,2.145,-3.3315,Normal,none
ARHGDIB,Other,-2.912,0.497,Normal,none
ARHGDIG,Other,-2.395,-5.2975,Normal,none
ARHGEF1,Other,-7.103,-4.655,Normal,none
ARHGEF10,Other,6.856,7.401,Normal,none
ARHGEF10L,Other,-7.301,-9.266,Normal,none
ARHGEF11,Other,-5.135,-8.5525,Normal,none
ARHGEF12,Other,-1.083,3.377,Normal,none
ARHGEF15,Other,-10.715,-10.1405,Normal,none
ARHGEF16,Other,-3.289,-1.7715,Normal,none
ARHGEF17,Other,-6.611,-9.6825,Normal,none
ARHGEF18,Other,-10.452,-8.5935,Normal,none
ARHGEF19,Other,-6.521,-7.3915,Normal,none
ARHGEF2,Other,-8.087,-9.5255,Normal,none
ARHGEF25,Other,-7.399,-8.758,Normal,none
ARHGEF26,Other,-8.712,-11.705,Normal,none
ARHGEF28,Other,-8.942,-7.7135,Normal,none
ARHGEF3,Other,-9.275,-8.144,Normal,none
ARHGEF33,Other,-7.258,-8.846,Normal,none
ARHGEF35,Other,-2.457,-2.8545,Normal,none
ARHGEF37,Other,0.626,-0.2665,Normal,none
ARHGEF38,Other,-11.106,-10.019,Normal,none
ARHGEF39,Other,-5.49,-8.765,Normal,none
ARHGEF4,Other,-5.643,-8.068,Normal,none
ARHGEF40,Other,-4.568,1.4515,Normal,none
ARHGEF5,Other,-3.751,-8.782,Normal,none
ARHGEF6,Other,-10.439,-7.706,Normal,none
ARHGEF7,Other,-3.532,-2.517,Normal,none
ARHGEF9,Other,-3.744,-10.546,Normal,none
ARID1A,Other,-0.959,-1.8725,Normal,none
ARID1B,Other,-7.246,-5.458,Normal,none
ARID2,Other,-5.24,-3.932,Normal,none
ARID3A,Other,-10.197,-8.587,Normal,none
ARID3B,Other,-6.78,-5.2395,Normal,none
ARID3C,Other,-6.789,-9.3825,Normal,none
ARID4A,Other,-3.917,-6.7765,Normal,none
ARID4B,Other,8.625,-2.71,Depleted,bagel
ARID5A,Other,-7.518,-1.7555,Normal,none
ARID5B,Other,-7.384,-9.356,Normal,none
ARIH1,CEG,3.294,10.5725,Normal,LFC
ARIH2,Other,6.973,-3.8425,Depleted,bagel
ARIH2OS,Other,-8.445,-10.057,Normal,none
ARL1,Other,6.661,-5.89,Depleted,both
ARL10,Other,-9.997,-7.428,Normal,none
ARL11,Other,-3.68,-2.779,Normal,none
ARL13A,Other,-7.248,-8.472,Normal,none
ARL13B,Other,-11.449,-8.863,Normal,none
ARL14,Other,-5.464,-9.351,Normal,none
ARL14EP,Other,0.605,-6.5915,Normal,none
ARL14EPL,Other,-9.066,-10.209,Normal,none
ARL15,Other,-8.957,-10.1635,Normal,none
ARL16,Other,-5.232,-8.876,Normal,none
ARL17A,Other,-8.439,-7.3205,Normal,none
ARL17B,Other,-4.823,-6.5505,Normal,none
ARL2,CEG,22.535,14.2515,Normal,none
ARL2BP,Other,-6.538,-8.3345,Normal,none
ARL3,Other,-0.696,-2.708,Normal,none
ARL4A,Other,-8.542,-8.758,Normal,none
ARL4C,Other,-7.869,-9.9125,Normal,none
ARL4D,Other,-8.932,-7.3375,Normal,none
ARL5A,Other,-5.336,-9.464,Normal,none
ARL5B,Other,-4.363,-9.0915,Normal,none
ARL5C,Other,-9.998,-8.5775,Normal,none
ARL6,Other,-10.035,-6.179,Normal,none
ARL6IP1,Other,-4.054,-5.3025,Normal,none
ARL6IP4,Other,-3.066,-2.156,Normal,none
ARL6IP5,Other,-3.825,0.211,Normal,none
ARL6IP6,Other,-10.218,-6.0465,Normal,none
ARL8A,Other,-3.377,-0.282,Normal,none
ARL8B,Other,-6.221,-7.902,Normal,none
ARL9,Other,-5.193,-7.0775,Normal,none
ARMC1,Other,-5.136,-10.202,Normal,none
ARMC10,Other,-4.326,-3.124,Normal,none
ARMC12,Other,-11.036,-9.6105,Normal,none
ARMC2,Other,-0.273,2.426,Normal,none
ARMC3,Other,-6.658,-10.8165,Normal,none
ARMC4,Other,-8.662,-6.776,Normal,none
ARMC5,Other,-1.854,5.267,Normal,LFC
ARMC6,Other,1.525,11.3865,Enriched,both
ARMC7,Other,19.89,13.775,Normal,none
ARMC8,Other,-7.314,-10.5345,Normal,none
ARMC9,Other,-8.876,-9.4205,Normal,none
ARMCX1,Other,-9.613,-8.346,Normal,none
ARMCX2,Other,-10.607,-9.267,Normal,none
ARMCX3,Other,-8.93,-6.83,Normal,none
ARMCX4,Other,3.15,3.933,Normal,none
ARMCX5,Other,-6.48,-8.4595,Normal,none
ARMCX5-GPRASP2,Other,-10.207,-9.423,Normal,none
ARMCX6,Other,-7.98,-7.0355,Normal,none
ARMS2,Other,-9.15,-4.7675,Normal,none
ARMT1,Other,-7.759,-5.2505,Normal,none
ARNT,Other,-0.343,-1.9175,Normal,none
ARNT2,Other,-4.058,-5.4,Normal,none
ARNTL,Other,-4.76,-4.4775,Normal,none
ARNTL2,Other,-2.871,-7.6465,Normal,none
ARPC1A,Other,-7.673,-8.514,Normal,none
ARPC1B,Other,-2.449,-8.1515,Normal,none
ARPC2,Other,10.13,10.3775,Normal,none
ARPC3,Other,19.614,4.3555,Depleted,bagel
ARPC4,Other,2.622,8.6425,Normal,LFC
ARPC5,Other,-5.481,-9.2955,Normal,none
ARPC5L,Other,-5.061,-8.3115,Normal,none
ARPIN,Other,-10.093,-10.5305,Normal,none
ARPP19,Other,-10.985,-10.4515,Normal,none
ARPP21,Other,-6.939,-9.1775,Normal,none
ARR3,Other,-8.073,-10.0865,Normal,none
ARRB1,Other,-9.656,-6.8485,Normal,none
ARRB2,Other,-8.147,6.7035,Enriched,both
ARRDC1,Other,-10.014,-9.357,Normal,none
ARRDC2,Other,-10.726,-8.1965,Normal,none
ARRDC3,Other,-6.989,-8.2325,Normal,none
ARRDC4,Other,-4.547,-2.4575,Normal,none
ARRDC5,Other,-5.174,-6.87,Normal,none
ARSA,Other,-6.313,-7.789,Normal,none
ARSB,Other,-1.072,-5.082,Normal,none
ARSD,Other,-3.619,-3.5155,Normal,none
ARSE,Other,-6.243,-4.407,Normal,none
ARSF,Other,-5.761,-8.154,Normal,none
ARSG,Other,-6.631,-3.5255,Normal,none
ARSH,Other,-8.155,-4.8565,Normal,none
ARSI,Other,-5.726,-8.0455,Normal,none
ARSJ,Other,-7.548,-9.493,Normal,none
ARSK,Other,4.105,1.337,Normal,none
ART1,NEG,-11.638,-4.6265,Normal,none
ART3,Other,-7.715,-8.146,Normal,none
ART4,Other,-8.161,-9.9825,Normal,none
ART5,Other,-8.142,-3.5035,Normal,none
